id,title,post,points,postOwnerId,created_at
823,Open-source zero tolerance model,"Destruction of Right Clavicle, Open Approach",91,26,2020-03-10T09:23:07Z
824,Polarised solution-oriented approach,"Drainage of Right External Jugular Vein, Percutaneous Approach",43,100,2019-10-23T19:27:15Z
825,Function-based clear-thinking service-desk,"Resection of Duodenum, Percutaneous Endoscopic Approach",57,78,2020-02-02T23:41:19Z
826,Ergonomic local framework,"Supplement Thoracic Vertebra with Synthetic Substitute, Percutaneous Endoscopic Approach",66,59,2020-08-22T19:20:09Z
827,Distributed object-oriented middleware,"Bypass Left Hepatic Duct to Right Hepatic Duct with Intraluminal Device, Percutaneous Endoscopic Approach",2,1,2019-12-11T03:10:19Z
828,Synergistic explicit synergy,"Removal of Nonautologous Tissue Substitute from Left Lower Extremity, Percutaneous Approach",27,39,2020-04-02T15:14:55Z
829,Team-oriented impactful challenge,"Revision of Other Device in Retroperitoneum, Open Approach",98,23,2019-12-18T09:44:09Z
830,Seamless coherent moratorium,"Bypass Upper Esophagus to Cutaneous with Autologous Tissue Substitute, Open Approach",60,27,2019-10-07T22:31:24Z
831,Expanded non-volatile parallelism,"Supplement Left Kidney Pelvis with Synthetic Substitute, Via Natural or Artificial Opening Endoscopic",11,60,2019-10-26T03:51:54Z
832,Progressive holistic functionalities,"Insertion of Internal Fixation Device into Hyoid Bone, Open Approach",38,78,2020-05-14T13:50:48Z
833,Inverse multi-tasking knowledge user,"Bypass Right Face Vein to Upper Vein with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",16,96,2020-03-17T01:11:18Z
834,Digitized object-oriented firmware,"Ultrasonography of Inferior Mesenteric Artery, Intravascular",55,89,2020-06-09T16:36:04Z
835,Operative object-oriented leverage,"Destruction of Left Submaxillary Gland, Percutaneous Approach",71,69,2020-02-12T01:30:32Z
836,Diverse needs-based pricing structure,"Dilation of Right Thyroid Artery with Two Intraluminal Devices, Percutaneous Endoscopic Approach",26,5,2019-11-09T12:05:32Z
837,Persevering zero tolerance infrastructure,Low Dose Rate (LDR) Brachytherapy of Bronchus using Other Isotope,66,77,2019-10-29T22:07:30Z
838,Team-oriented clear-thinking open architecture,"Supplement Right Lower Leg with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",65,6,2019-12-15T12:11:12Z
839,Inverse cohesive architecture,"Extirpation of Matter from Spleen, Percutaneous Approach",52,98,2020-05-26T03:46:21Z
840,Upgradable non-volatile alliance,"Excision of Right Femoral Vein, Open Approach, Diagnostic",40,55,2019-11-20T02:35:28Z
841,Versatile client-server hierarchy,"Removal of Autologous Tissue Substitute from Heart, Percutaneous Endoscopic Approach",41,47,2020-03-01T03:28:49Z
842,Progressive bottom-line groupware,"Reattachment of Bilateral Kidneys, Percutaneous Endoscopic Approach",96,88,2020-07-30T09:14:42Z
843,Devolved reciprocal approach,"Drainage of Left Kidney with Drainage Device, Open Approach",58,65,2020-09-09T23:15:26Z
844,Enhanced analyzing monitoring,"Revision of Infusion Device in Left Metacarpocarpal Joint, Percutaneous Approach",99,69,2020-01-01T07:01:29Z
845,Adaptive mission-critical open architecture,"Ultrasonography of Bilateral Renal Arteries, Intravascular",92,32,2020-07-03T05:27:36Z
846,Multi-channelled full-range policy,"Replacement of Left Knee Joint, Tibial Surface with Synthetic Substitute, Open Approach",88,4,2020-05-23T01:56:31Z
847,Upgradable high-level focus group,"Dilation of Right External Iliac Artery with Four or More Intraluminal Devices, Open Approach",11,12,2020-06-09T05:40:01Z
848,Profound didactic capability,Computerized Tomography (CT Scan) of Bilateral Kidneys using Other Contrast,60,60,2020-09-24T02:06:19Z
849,Centralized holistic Graphic Interface,"Release Left Lower Extremity Lymphatic, Percutaneous Endoscopic Approach",59,39,2020-07-12T05:59:19Z
850,Persistent heuristic portal,"Bypass Abdominal Aorta to Left Common Iliac Artery with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",37,44,2019-10-18T11:01:16Z
851,Networked empowering projection,Beam Radiation of Back Skin using Neutrons,32,31,2019-10-25T22:42:28Z
852,Sharable dynamic matrices,"Drainage of Head and Neck Sympathetic Nerve with Drainage Device, Open Approach",23,32,2020-06-10T15:48:20Z
853,Organized stable paradigm,"Removal of Tracheostomy Device from Trachea, External Approach",90,71,2019-12-29T03:29:50Z
854,Virtual mobile functionalities,"Ultrasound Therapy, Circulatory, Multiple",45,97,2019-11-07T13:47:02Z
855,Organized attitude-oriented ability,"Removal of Radioactive Element from Face, Percutaneous Endoscopic Approach",34,58,2019-12-06T03:38:01Z
856,Sharable content-based open system,"Revision of Synthetic Substitute in Left Ankle Joint, Open Approach",54,45,2019-12-09T01:31:30Z
857,Cross-platform executive open system,"Replacement of Left Pelvic Bone with Synthetic Substitute, Percutaneous Endoscopic Approach",23,18,2019-12-22T21:43:06Z
858,Programmable interactive structure,"Extirpation of Matter from Left Shoulder Bursa and Ligament, Percutaneous Endoscopic Approach",50,69,2020-02-15T13:25:29Z
859,Inverse coherent utilisation,"Removal of Nonautologous Tissue Substitute from Vas Deferens, Open Approach",48,63,2019-12-05T06:00:05Z
860,Optimized holistic portal,"Inspection of Sinus, External Approach",91,17,2020-06-06T09:07:46Z
861,Compatible mission-critical toolset,"Dilation of Left Posterior Tibial Artery, Bifurcation, with Four or More Intraluminal Devices, Open Approach",65,22,2020-09-11T16:43:29Z
862,Adaptive incremental pricing structure,"Revision of Nonautologous Tissue Substitute in Right Hip Joint, External Approach",100,99,2020-05-14T06:34:14Z
863,Streamlined executive extranet,"Destruction of Cul-de-sac, Percutaneous Approach",56,23,2020-02-03T08:28:37Z
864,Persevering client-server algorithm,"Supplement Left Upper Extremity with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",80,88,2020-06-01T04:39:21Z
865,Digitized attitude-oriented knowledge user,"Insertion of Other Device into Left Wrist Region, Percutaneous Endoscopic Approach",51,90,2020-07-30T17:06:32Z
866,Team-oriented tangible artificial intelligence,"Drainage of Appendix, Percutaneous Approach",98,48,2019-11-19T15:18:47Z
867,Sharable empowering software,"Removal of Nonautologous Tissue Substitute from Mesentery, Open Approach",95,68,2020-07-11T14:21:58Z
868,Inverse global forecast,"Restriction of Left Vertebral Artery with Intraluminal Device, Open Approach",5,94,2019-12-09T19:31:25Z
869,Implemented intermediate collaboration,"Occlusion of Right Brachial Artery with Intraluminal Device, Percutaneous Approach",33,89,2020-07-14T22:15:31Z
870,Reverse-engineered homogeneous workforce,"Supplement Right Shoulder Joint with Synthetic Substitute, Open Approach",88,7,2020-09-28T18:22:31Z
871,Persevering optimal ability,"Destruction of Abdominal Sympathetic Nerve, Open Approach",58,85,2020-06-13T13:28:33Z
872,Implemented multimedia internet solution,"Drainage of Left Lacrimal Gland with Drainage Device, Open Approach",49,39,2019-12-31T00:31:48Z
873,Future-proofed dedicated access,"Resection of Large Intestine, Percutaneous Endoscopic Approach",45,20,2020-03-27T00:53:11Z
874,Focused heuristic hub,"Removal of Infusion Device from Left Metatarsal-Tarsal Joint, Open Approach",82,43,2020-10-01T17:31:17Z
875,Vision-oriented zero tolerance implementation,"Drainage of Vagina, Percutaneous Approach",67,32,2020-09-19T13:16:24Z
876,Object-based reciprocal superstructure,"Replacement of Chest Subcutaneous Tissue and Fascia with Synthetic Substitute, Percutaneous Approach",83,64,2020-02-27T03:20:24Z
877,Team-oriented client-driven system engine,"Bypass Innominate Artery to Right Lower Arm Artery with Synthetic Substitute, Open Approach",77,17,2020-01-31T06:13:35Z
878,Customer-focused motivating knowledge user,"Drainage of Right Middle Lung Lobe, Percutaneous Approach, Diagnostic",22,41,2020-09-06T14:54:47Z
879,Quality-focused secondary product,"Bypass Ascending Colon to Descending Colon with Autologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic",98,36,2020-03-12T20:14:37Z
880,Team-oriented uniform project,"Restriction of Right Internal Carotid Artery with Extraluminal Device, Open Approach",38,47,2019-11-23T20:45:06Z
881,Inverse global knowledge base,"Bypass Ascending Colon to Cutaneous with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",65,98,2019-12-10T19:44:01Z
882,Business-focused didactic throughput,"Drainage of Left External Ear with Drainage Device, External Approach",7,71,2019-10-03T05:15:12Z
883,Profit-focused grid-enabled alliance,"Supplement Right Axillary Vein with Synthetic Substitute, Percutaneous Endoscopic Approach",49,47,2020-06-28T17:02:34Z
884,Intuitive interactive toolset,"Repair Right Trunk Muscle, Percutaneous Approach",81,23,2019-12-28T06:53:01Z
885,Optional stable concept,Plain Radiography of Infant Whole Body,65,80,2020-03-10T15:07:37Z
886,Function-based motivating service-desk,"Replacement of Right Palatine Bone with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",46,26,2019-12-19T07:56:18Z
887,Organic explicit toolset,"Insertion of Tissue Expander into Abdomen Subcutaneous Tissue and Fascia, Open Approach",47,66,2020-04-30T16:22:59Z
888,Focused client-driven protocol,"Lower Veins, Excision",92,46,2020-02-11T10:30:30Z
889,Down-sized high-level frame,"Bypass Portal Vein to Lower Vein with Autologous Venous Tissue, Percutaneous Endoscopic Approach",91,76,2020-04-25T11:53:49Z
890,Enhanced asynchronous function,"Dilation of Right Posterior Tibial Artery, Bifurcation, with Four or More Intraluminal Devices, Open Approach",69,99,2020-05-12T19:58:23Z
891,Upgradable even-keeled interface,"Repair Lower Gingiva, Open Approach",55,34,2020-09-22T16:16:39Z
892,Proactive zero defect paradigm,Low Dose Rate (LDR) Brachytherapy of Gallbladder using Palladium 103 (Pd-103),76,13,2020-08-27T00:07:08Z
893,Persistent object-oriented frame,"Release Left Upper Lobe Bronchus, Via Natural or Artificial Opening Endoscopic",98,84,2020-02-22T20:56:52Z
894,Mandatory 6th generation standardization,"Dilation of Right Femoral Artery, Bifurcation, Percutaneous Approach",94,3,2020-07-09T12:47:22Z
895,Assimilated web-enabled monitoring,"Dilation of Right Anterior Tibial Artery, Percutaneous Approach",68,42,2019-10-20T06:40:23Z
896,Fundamental 5th generation architecture,"Repair Left Spermatic Cord, Percutaneous Approach",40,69,2020-03-21T09:31:11Z
897,Grass-roots content-based secured line,"Supplement Left Cephalic Vein with Synthetic Substitute, Percutaneous Approach",30,11,2019-10-16T15:44:03Z
898,Enhanced secondary migration,"Extirpation of Matter from Right Lacrimal Gland, External Approach",17,16,2020-05-11T09:26:20Z
899,Reactive transitional internet solution,"Occlusion of Right Internal Iliac Artery with Intraluminal Device, Open Approach",64,26,2020-09-14T21:43:49Z
900,Synergized asymmetric customer loyalty,"Dilation of Celiac Artery, Bifurcation, with Two Intraluminal Devices, Open Approach",29,19,2019-11-21T19:28:00Z
901,Focused interactive help-desk,"Revision of Diaphragmatic Pacemaker Lead in Diaphragm, Percutaneous Endoscopic Approach",78,71,2019-12-29T13:25:37Z
902,Enhanced regional concept,"Replacement of Bladder Neck with Nonautologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic",94,4,2020-08-22T05:41:57Z
903,Phased hybrid adapter,"Replacement of Thoracolumbar Vertebral Joint with Nonautologous Tissue Substitute, Open Approach",57,53,2020-05-03T18:19:43Z
904,Object-based 4th generation matrices,"Inspection of Lumbosacral Joint, Percutaneous Endoscopic Approach",61,50,2020-02-19T22:16:00Z
905,Re-contextualized motivating function,"Bypass Superior Vena Cava to Right Pulmonary Artery with Zooplastic Tissue, Open Approach",39,79,2020-04-17T03:28:14Z
906,Future-proofed fresh-thinking protocol,"Inspection of Liver, External Approach",100,46,2020-02-18T21:11:58Z
907,Organized grid-enabled adapter,"Peripheral Nervous System, Transfer",98,42,2019-11-19T18:11:18Z
908,Advanced object-oriented implementation,"Supplement Left Cephalic Vein with Synthetic Substitute, Open Approach",38,47,2020-04-22T05:32:35Z
909,Innovative mission-critical installation,"Release Mesenteric Lymphatic, Percutaneous Approach",3,33,2019-11-29T20:20:45Z
910,Secured reciprocal hardware,"Transfer Right Hand Muscle with Skin, Percutaneous Endoscopic Approach",26,87,2020-01-18T20:25:13Z
911,Integrated transitional frame,Dressing of Back using Bandage,80,8,2020-04-20T16:05:24Z
912,Face to face non-volatile hub,"Computerized Tomography (CT Scan) of Chest, Abdomen and Pelvis",28,46,2020-01-11T02:13:18Z
913,Reactive eco-centric portal,Visual Motor Integration Treatment using Voice Analysis Equipment,91,28,2020-04-25T22:57:51Z
914,Reactive interactive definition,"Inspection of Right Elbow Joint, Open Approach",20,36,2020-04-20T16:15:52Z
915,Implemented exuding middleware,"Drainage of Left Vas Deferens, Percutaneous Endoscopic Approach, Diagnostic",25,73,2020-03-28T20:21:53Z
916,Mandatory reciprocal structure,"Restriction of Thoracic Duct with Extraluminal Device, Percutaneous Endoscopic Approach",90,53,2020-09-14T16:37:29Z
917,Triple-buffered maximized flexibility,"Supplement Right Index Finger with Nonautologous Tissue Substitute, Open Approach",86,39,2019-10-21T22:07:22Z
918,Persistent interactive intranet,"Supplement Left External Iliac Vein with Nonautologous Tissue Substitute, Percutaneous Approach",56,60,2020-09-08T13:12:59Z
919,Reduced fault-tolerant time-frame,"Introduction of Local Anesthetic into Ear, Percutaneous Approach",28,7,2020-07-14T05:36:20Z
920,Profound multi-state installation,"Removal of Radioactive Element from Lower Extremity Subcutaneous Tissue and Fascia, External Approach",55,76,2020-04-22T07:00:50Z
921,Visionary human-resource local area network,"Bypass Upper Esophagus to Jejunum with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",78,83,2020-06-22T02:46:08Z
922,Reduced zero defect firmware,"Reposition Left Tympanic Membrane, Via Natural or Artificial Opening Endoscopic",99,18,2019-11-07T22:33:57Z
923,Total 4th generation migration,Low Dose Rate (LDR) Brachytherapy of Peripheral Nerve using Palladium 103 (Pd-103),30,97,2020-01-20T21:29:57Z
924,Grass-roots web-enabled toolset,"Inspection of Left Tympanic Membrane, External Approach",44,11,2020-08-26T18:00:20Z
925,Centralized directional secured line,"Insertion of Radioactive Element into Hepatobiliary Duct, Percutaneous Endoscopic Approach",38,47,2020-08-22T11:57:55Z
926,Automated didactic interface,"Removal of Drainage Device from Right Elbow Joint, Percutaneous Endoscopic Approach",57,55,2020-09-09T02:10:45Z
927,Innovative holistic secured line,"Drainage of Left Lacrimal Gland, Percutaneous Approach",76,84,2020-08-19T18:12:34Z
928,Cloned didactic strategy,"Introduction of Nitric Oxide Gas into Respiratory Tract, Via Natural or Artificial Opening Endoscopic",32,5,2020-09-20T07:51:39Z
929,Profound even-keeled initiative,"Occlusion of Intracranial Vein with Extraluminal Device, Percutaneous Endoscopic Approach",23,49,2019-12-11T00:33:24Z
930,Versatile heuristic standardization,"Removal of Intraluminal Device from Upper Artery, Open Approach",37,18,2020-07-02T18:25:35Z
931,Secured cohesive success,"Restriction of Upper Vein, Percutaneous Endoscopic Approach",82,17,2020-07-30T09:17:39Z
932,Profit-focused well-modulated flexibility,"Removal of Nonautologous Tissue Substitute from Left Ear, Percutaneous Approach",9,44,2020-07-23T01:54:51Z
933,Customer-focused transitional parallelism,"Drainage of Right Upper Leg Muscle, Percutaneous Endoscopic Approach",74,99,2019-10-05T13:55:37Z
934,Exclusive background moratorium,"Supplement Dura Mater with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",24,58,2020-01-12T03:44:21Z
935,Intuitive regional help-desk,"Revision of Synthetic Substitute in Toe Nail, External Approach",97,5,2020-05-14T17:25:45Z
936,Multi-layered leading edge neural-net,"Excision of Tonsils, Open Approach",34,73,2019-10-31T08:46:51Z
937,Team-oriented methodical knowledge base,"Drainage of Spleen, Open Approach",99,15,2020-08-12T22:45:45Z
938,Automated clear-thinking superstructure,"Fusion of Left Metacarpophalangeal Joint with Autologous Tissue Substitute, Open Approach",96,76,2020-06-09T09:42:23Z
939,Innovative intermediate forecast,"Excision of Urethra, Percutaneous Endoscopic Approach",21,32,2019-10-21T09:48:29Z
940,Face to face even-keeled secured line,"Removal of Neurostimulator Generator from Skull, Open Approach",23,59,2019-11-02T13:07:45Z
941,Object-based bifurcated encryption,"Dilation of Right Radial Artery, Bifurcation, with Three Drug-eluting Intraluminal Devices, Open Approach",86,31,2020-08-31T06:39:40Z
942,Centralized intangible architecture,"Revision of External Fixation Device in Right Ankle Joint, External Approach",68,26,2020-09-19T18:28:18Z
943,Profit-focused executive focus group,"Drainage of Peritoneal Cavity, Open Approach",52,89,2020-02-08T12:19:53Z
944,Right-sized contextually-based strategy,"Drainage of Left Lower Leg Tendon, Percutaneous Approach, Diagnostic",46,13,2020-08-24T14:59:24Z
945,Progressive methodical instruction set,"Removal of Drainage Device from Thoracolumbar Vertebral Disc, Percutaneous Endoscopic Approach",58,47,2020-09-03T01:21:38Z
946,Profit-focused neutral adapter,"Dilation of Right Colic Artery with Two Intraluminal Devices, Percutaneous Endoscopic Approach",88,79,2020-03-13T02:13:38Z
947,Polarised radical focus group,"Drainage of Left Main Bronchus with Drainage Device, Via Natural or Artificial Opening Endoscopic",72,66,2019-10-26T07:43:44Z
948,Versatile multi-state instruction set,"Supplement Right Hip Joint with Liner, Open Approach",16,11,2020-07-28T05:27:32Z
949,Stand-alone full-range adapter,"Resection of Left Eustachian Tube, Open Approach",41,58,2020-04-24T01:56:59Z
950,Automated explicit knowledge user,"Release Right Abdomen Muscle, Percutaneous Approach",82,52,2020-08-20T19:36:53Z
951,Phased directional archive,"Release Lumbosacral Joint, Open Approach",91,68,2020-08-23T20:48:04Z
952,Advanced executive installation,"Bypass Left Common Iliac Artery to Right Renal Artery with Autologous Arterial Tissue, Percutaneous Endoscopic Approach",55,2,2019-12-23T09:54:52Z
953,Seamless systemic frame,"Removal of Synthetic Substitute from Cervical Vertebral Joint, Percutaneous Approach",81,96,2019-12-09T23:52:14Z
954,Future-proofed context-sensitive solution,"Repair Left Neck Lymphatic, Percutaneous Endoscopic Approach",95,37,2019-11-07T03:30:05Z
955,Future-proofed logistical knowledge base,"Revision of Internal Fixation Device in Left Ankle Joint, Percutaneous Approach",82,65,2020-03-07T18:02:27Z
956,Managed solution-oriented groupware,"Drainage of Accessory Pancreatic Duct, Via Natural or Artificial Opening, Diagnostic",49,16,2020-02-11T06:58:26Z
957,Progressive systemic superstructure,"Bypass Sigmoid Colon to Sigmoid Colon with Autologous Tissue Substitute, Open Approach",91,71,2020-01-25T00:28:48Z
958,Horizontal scalable adapter,"Bypass Inferior Mesenteric Vein to Lower Vein with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",98,73,2019-10-12T05:47:42Z
959,Robust impactful array,"Dilation of Middle Esophagus, Percutaneous Endoscopic Approach",25,56,2020-07-11T11:22:15Z
960,Focused stable array,Change Pressure Dressing on Left Inguinal Region,66,87,2020-08-07T15:07:20Z
961,Ameliorated maximized synergy,"Revision of Autologous Tissue Substitute in Vas Deferens, Percutaneous Approach",1,89,2020-04-30T17:07:29Z
962,Down-sized content-based monitoring,"Bypass Right Internal Iliac Artery to Lower Extremity Artery with Nonautologous Tissue Substitute, Open Approach",14,19,2020-05-16T14:59:03Z
963,Stand-alone secondary knowledge user,"Dilation of Left Subclavian Artery, Bifurcation, with Intraluminal Device, Open Approach",24,79,2019-12-07T18:56:46Z
964,User-friendly stable conglomeration,"Drainage of Sternum with Drainage Device, Percutaneous Approach",25,23,2020-09-07T19:06:34Z
965,Sharable static policy,"Insertion of Infusion Device into Respiratory Tract, Open Approach",1,50,2020-08-19T17:12:56Z
966,Optimized multimedia algorithm,"Restriction of Right Common Carotid Artery with Bioactive Intraluminal Device, Percutaneous Approach",27,25,2020-08-25T23:19:36Z
967,Secured full-range workforce,"Supplement Lumbosacral Disc with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",93,70,2020-06-17T18:19:38Z
968,Virtual holistic open system,"Revision of Internal Fixation Device in Sacrum, External Approach",19,96,2020-09-05T08:13:40Z
969,Open-source uniform hub,Beam Radiation of Pineal Body using Photons >10 MeV,69,68,2020-04-08T22:28:25Z
970,Open-source discrete architecture,"Supplement Cerebral Meninges with Autologous Tissue Substitute, Open Approach",98,57,2020-07-25T00:09:55Z
971,Compatible zero administration capability,"Insertion of Intraluminal Device into Right Internal Carotid Artery, Open Approach",61,10,2020-09-12T05:38:27Z
972,Triple-buffered global matrix,"Dilation of Left Brachial Artery with Two Intraluminal Devices, Open Approach",84,13,2020-02-10T00:20:14Z
973,Centralized needs-based support,"Resection of Left Hip Tendon, Percutaneous Endoscopic Approach",5,72,2020-06-12T22:00:39Z
974,Optional optimal policy,"Dilation of Coronary Artery, One Artery, Bifurcation, with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach",17,15,2020-05-20T06:33:45Z
975,Robust optimal middleware,"Supplement Left Upper Extremity Lymphatic with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",22,28,2019-11-12T07:18:02Z
976,Reduced multi-tasking product,"Introduction of Andexanet Alfa, Factor Xa Inhibitor Reversal Agent into Central Vein, Percutaneous Approach, New Technology Group 2",63,65,2019-12-22T22:33:48Z
977,Organized 5th generation definition,"Fusion of Lumbosacral Joint, Anterior Approach, Anterior Column, Open Approach",64,79,2019-11-01T22:41:34Z
978,Customer-focused composite Graphic Interface,"Extraction of Femoral Nerve, Percutaneous Approach",55,63,2020-09-16T09:23:53Z
979,Organized systemic database,"Release Right Hypogastric Vein, Percutaneous Approach",86,6,2020-08-18T01:07:23Z
980,Upgradable 3rd generation flexibility,"Excision of Left Frontal Sinus, Open Approach, Diagnostic",48,78,2020-01-12T06:21:20Z
981,Triple-buffered content-based attitude,Fluency Treatment using Speech Analysis Equipment,60,66,2020-04-30T07:47:07Z
982,Right-sized cohesive open system,"Extirpation of Matter from Left Lower Femur, Percutaneous Approach",29,55,2020-08-19T21:39:21Z
983,Configurable systemic flexibility,Motor Speech Treatment using Voice Analysis Equipment,92,13,2019-10-23T05:16:30Z
984,Adaptive demand-driven customer loyalty,"Insertion of Neurostimulator Lead into Left Innominate Vein, Open Approach",72,87,2020-01-06T02:17:54Z
985,Up-sized bifurcated migration,"Transfer Median Nerve to Median Nerve, Open Approach",18,32,2020-03-10T17:05:16Z
986,Reactive foreground secured line,"Division of Left Neck Muscle, Percutaneous Approach",89,64,2020-04-04T11:16:22Z
987,Upgradable foreground orchestration,"Occlusion of Transverse Colon, Percutaneous Endoscopic Approach",70,43,2020-02-10T21:21:47Z
988,Open-source value-added moratorium,"Introduction of Human B-type Natriuretic Peptide into Peripheral Artery, Percutaneous Approach",40,71,2020-01-26T01:26:29Z
989,Persistent discrete focus group,"Destruction of Right Posterior Tibial Artery, Percutaneous Endoscopic Approach",33,18,2020-05-02T13:43:14Z
990,Focused composite frame,"Excision of Right Lesser Saphenous Vein, Percutaneous Endoscopic Approach",56,24,2019-10-30T01:27:40Z
991,Public-key 4th generation benchmark,"Resection of Right Ovary, Via Natural or Artificial Opening Endoscopic",12,71,2019-12-16T03:12:53Z
992,Multi-lateral regional paradigm,"Drainage of Greater Omentum, Percutaneous Approach",20,15,2020-01-29T06:28:01Z
993,Integrated needs-based ability,"Revision of Stimulator Lead in Bladder, Via Natural or Artificial Opening Endoscopic",47,93,2020-02-22T12:52:39Z
994,Diverse contextually-based parallelism,"Drainage of Right Shoulder Muscle, Open Approach",71,33,2020-07-17T14:23:03Z
995,Persistent clear-thinking focus group,"Supplement Left Tibia with Nonautologous Tissue Substitute, Open Approach",48,3,2020-07-17T09:10:14Z
996,Total modular solution,"Excision of Gallbladder, Percutaneous Approach, Diagnostic",6,84,2020-05-08T02:13:12Z
997,Balanced client-driven policy,"Dilation of Left Temporal Artery, Bifurcation, with Four or More Intraluminal Devices, Percutaneous Endoscopic Approach",38,66,2020-01-01T12:24:39Z
998,Public-key well-modulated policy,"Release Left Mandible, Open Approach",20,23,2020-02-14T13:30:25Z
999,Fully-configurable non-volatile analyzer,"Insertion of Spacer into Right Metacarpocarpal Joint, Percutaneous Endoscopic Approach",67,42,2020-05-09T15:29:14Z
1000,Operative holistic instruction set,"Removal of Nonautologous Tissue Substitute from Left Metatarsal, Open Approach",40,56,2019-12-27T12:28:58Z
